area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_clean,bhk,location_clean,price_per_sqft,sqft_per_bhk,location_encoded,bath_per_bhk,area_type_encoded,latitude,longitude,location_label
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1625,2.0,3.0,75.0,1625.0,3.0,Bannerghatta Road,4615.384615384615,541.6666666666666,Bannerghatta Road,0.6666666666666666,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,960,2.0,3.0,58.0,960.0,2.0,Bannerghatta Road,6041.666666666667,480.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Hiate F,1750,3.0,2.0,130.0,1750.0,3.0,Bannerghatta Road,7428.571428571428,583.3333333333334,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1275,2.0,1.0,73.0,1275.0,2.0,Bannerghatta Road,5725.490196078431,637.5,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1430,3.0,2.0,59.0,1430.0,3.0,Bannerghatta Road,4125.874125874126,476.6666666666667,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1240,2.0,1.0,71.0,1240.0,2.0,Bannerghatta Road,5725.806451612903,620.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Amarere,1305,2.0,2.0,60.0,1305.0,3.0,Bannerghatta Road,4597.701149425287,435.0,Bannerghatta Road,0.6666666666666666,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215,2.0,1.0,68.0,1215.0,2.0,Bannerghatta Road,5596.707818930041,607.5,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215,2.0,1.0,68.0,1215.0,2.0,Bannerghatta Road,5596.707818930041,607.5,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,19-Jun,Bannerghatta Road,3 BHK,Saenett,1894,3.0,1.0,115.0,1894.0,3.0,Bannerghatta Road,6071.805702217529,631.3333333333334,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,18-Sep,Bannerghatta Road,3 BHK,DSnjh S,1655,2.0,2.0,62.89,1655.0,3.0,Bannerghatta Road,3800.0,551.6666666666666,Bannerghatta Road,0.6666666666666666,1,12.8879,77.5967,24
Super built-up  Area,21-Dec,Bannerghatta Road,3 BHK,Hiatei ,1693,3.0,2.0,89.0,1693.0,3.0,Bannerghatta Road,5256.940342587123,564.3333333333334,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,17-Sep,Bannerghatta Road,2 BHK,GRarken,1280,2.0,2.0,60.16,1280.0,2.0,Bannerghatta Road,4700.0,640.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,Anineu ,3230,5.0,0.0,165.0,3230.0,4.0,Bannerghatta Road,5108.359133126935,807.5,Bannerghatta Road,1.25,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,,630,1.0,2.0,35.0,630.0,1.0,Bannerghatta Road,5555.555555555556,630.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215,2.0,1.0,68.0,1215.0,2.0,Bannerghatta Road,5596.707818930041,607.5,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,22-Dec,Bannerghatta Road,3 BHK,PrarePa,1365,3.0,1.0,76.18,1365.0,3.0,Bannerghatta Road,5580.952380952382,455.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,PrarePa,1115,2.0,2.0,78.0,1115.0,2.0,Bannerghatta Road,6995.5156950672645,557.5,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,22-Dec,Bannerghatta Road,3 BHK,PrarePa,1365 - 1700,3.0,0.0,79.465,1532.5,3.0,Bannerghatta Road,5185.318107667211,510.8333333333333,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Guranya,1535,3.0,3.0,60.0,1535.0,3.0,Bannerghatta Road,3908.7947882736157,511.6666666666667,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Built-up  Area,18-Mar,Bannerghatta Road,3 BHK,SNity S,1655,3.0,3.0,90.0,1655.0,3.0,Bannerghatta Road,5438.0664652567975,551.6666666666666,Bannerghatta Road,1.0,2,12.8879,77.5967,24
Super built-up  Area,18-Oct,Bannerghatta Road,2 BHK,DSnjh S,1247,2.0,1.0,47.39,1247.0,2.0,Bannerghatta Road,3800.3207698476344,623.5,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Loals P,1160 - 1315,2.0,0.0,49.49,1237.5,2.0,Bannerghatta Road,3999.191919191919,618.75,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1650,3.0,1.0,94.0,1650.0,3.0,Bannerghatta Road,5696.969696969697,550.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,905,2.0,1.0,65.0,905.0,2.0,Bannerghatta Road,7182.32044198895,452.5,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1000,2.0,1.0,50.0,1000.0,2.0,Bannerghatta Road,5000.0,500.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,SNity S,2185,3.0,3.0,120.0,2185.0,4.0,Bannerghatta Road,5491.990846681922,546.25,Bannerghatta Road,0.75,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Gundaa ,1012,2.0,1.0,45.0,1012.0,2.0,Bannerghatta Road,4446.640316205534,506.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Malmser,1725,3.0,3.0,85.0,1725.0,3.0,Bannerghatta Road,4927.536231884058,575.0,Bannerghatta Road,1.0,2,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1460,2.0,2.0,80.0,1460.0,3.0,Bannerghatta Road,5479.45205479452,486.6666666666667,Bannerghatta Road,0.6666666666666666,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Esave E,1340,2.0,3.0,85.0,1340.0,2.0,Bannerghatta Road,6343.2835820895525,670.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1711,3.0,2.0,125.0,1711.0,3.0,Bannerghatta Road,7305.669199298656,570.3333333333334,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1520,2.0,3.0,81.0,1520.0,3.0,Bannerghatta Road,5328.9473684210525,506.6666666666667,Bannerghatta Road,0.6666666666666666,1,12.8879,77.5967,24
Built-up  Area,18-Mar,Bannerghatta Road,3 Bedroom,,2826,3.0,1.0,148.0,2826.0,3.0,Bannerghatta Road,5237.0842179759375,942.0,Bannerghatta Road,1.0,2,12.8879,77.5967,24
Super built-up  Area,21-Dec,Bannerghatta Road,2 BHK,PrarePa,1115,2.0,1.0,61.0,1115.0,2.0,Bannerghatta Road,5470.85201793722,557.5,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1154,2.0,2.0,47.0,1154.0,2.0,Bannerghatta Road,4072.790294627383,577.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1000,2.0,1.0,44.5,1000.0,2.0,Bannerghatta Road,4450.0,500.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Saavenc,1250,2.0,0.0,48.0,1250.0,2.0,Bannerghatta Road,3840.0,625.0,Bannerghatta Road,1.0,2,12.8879,77.5967,24
Super built-up  Area,19-Jul,Bannerghatta Road,3 BHK,Uncioe ,1640,3.0,2.0,105.0,1640.0,3.0,Bannerghatta Road,6402.4390243902435,546.6666666666666,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,18-Oct,Bannerghatta Road,3 BHK,DSnjh S,1656,2.0,1.0,62.93,1656.0,3.0,Bannerghatta Road,3800.1207729468597,552.0,Bannerghatta Road,0.6666666666666666,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1012,2.0,1.0,44.0,1012.0,2.0,Bannerghatta Road,4347.826086956522,506.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1527,3.0,2.0,115.0,1527.0,3.0,Bannerghatta Road,7531.106745252128,509.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1660,3.0,2.0,85.0,1660.0,3.0,Bannerghatta Road,5120.481927710844,553.3333333333334,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1880,3.0,2.0,96.5,1880.0,3.0,Bannerghatta Road,5132.978723404255,626.6666666666666,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1550,3.0,2.0,96.0,1550.0,3.0,Bannerghatta Road,6193.548387096775,516.6666666666666,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,22-Jan,Bannerghatta Road,2 BHK,PrarePa,1200,2.0,2.0,78.0,1200.0,2.0,Bannerghatta Road,6500.0,600.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,18-Mar,Bannerghatta Road,3 BHK,,1885,3.0,1.0,125.0,1885.0,3.0,Bannerghatta Road,6631.29973474801,628.3333333333334,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1453,2.0,2.0,73.0,1453.0,3.0,Bannerghatta Road,5024.088093599449,484.3333333333333,Bannerghatta Road,0.6666666666666666,2,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1450,2.0,2.0,78.0,1450.0,3.0,Bannerghatta Road,5379.310344827586,483.3333333333333,Bannerghatta Road,0.6666666666666666,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,Baanise,700,1.0,1.0,31.2,700.0,1.0,Bannerghatta Road,4457.142857142857,700.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Guranya,1630,3.0,3.0,68.0,1630.0,3.0,Bannerghatta Road,4171.7791411042945,543.3333333333334,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1400,3.0,2.0,69.0,1400.0,3.0,Bannerghatta Road,4928.571428571428,466.6666666666667,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,905,2.0,1.0,58.0,905.0,2.0,Bannerghatta Road,6408.839779005525,452.5,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1465,2.0,1.0,75.0,1465.0,3.0,Bannerghatta Road,5119.453924914676,488.3333333333333,Bannerghatta Road,0.6666666666666666,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1920,3.0,3.0,122.0,1920.0,3.0,Bannerghatta Road,6354.166666666667,640.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Built-up  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,2400,4.0,1.0,180.0,2400.0,4.0,Bannerghatta Road,7500.0,600.0,Bannerghatta Road,1.0,2,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1660,3.0,3.0,80.0,1660.0,3.0,Bannerghatta Road,4819.277108433735,553.3333333333334,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Puentpa,1270,2.0,2.0,45.0,1270.0,2.0,Bannerghatta Road,3543.3070866141734,635.0,Bannerghatta Road,1.0,2,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1520,2.0,3.0,80.0,1520.0,3.0,Bannerghatta Road,5263.1578947368425,506.6666666666667,Bannerghatta Road,0.6666666666666666,1,12.8879,77.5967,24
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1270,2.0,1.0,73.0,1270.0,3.0,Bannerghatta Road,5748.031496062992,423.3333333333333,Bannerghatta Road,0.6666666666666666,2,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Esave E,1846,3.0,2.0,120.0,1846.0,3.0,Bannerghatta Road,6500.541711809317,615.3333333333334,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Built-up  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,3000,4.0,2.0,140.0,3000.0,4.0,Bannerghatta Road,4666.666666666667,750.0,Bannerghatta Road,1.0,2,12.8879,77.5967,24
Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,PrarePa,1115 - 1130,2.0,0.0,61.74,1122.5,2.0,Bannerghatta Road,5500.22271714922,561.25,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1655,3.0,3.0,95.0,1655.0,3.0,Bannerghatta Road,5740.181268882176,551.6666666666666,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Malmser,1206,2.0,3.0,53.0,1206.0,2.0,Bannerghatta Road,4394.69320066335,603.0,Bannerghatta Road,1.0,2,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Amarere,1150,2.0,2.0,55.0,1150.0,2.0,Bannerghatta Road,4782.608695652174,575.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215,2.0,1.0,65.0,1215.0,2.0,Bannerghatta Road,5349.794238683127,607.5,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1510,2.0,3.0,110.0,1510.0,3.0,Bannerghatta Road,7284.76821192053,503.3333333333333,Bannerghatta Road,0.6666666666666666,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,DSnjh S,1022,2.0,1.0,35.0,1022.0,2.0,Bannerghatta Road,3424.6575342465753,511.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,18-Sep,Bannerghatta Road,2 BHK,DSnjh S,1246,2.0,2.0,47.35,1246.0,2.0,Bannerghatta Road,3800.1605136436597,623.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Carpet  Area,Ready To Move,Bannerghatta Road,3 BHK,Vemit S,1470,2.0,1.0,85.0,1470.0,3.0,Bannerghatta Road,5782.312925170068,490.0,Bannerghatta Road,0.6666666666666666,4,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1160,2.0,2.0,45.0,1160.0,2.0,Bannerghatta Road,3879.310344827586,580.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,970,2.0,1.0,57.0,970.0,2.0,Bannerghatta Road,5876.288659793814,485.0,Bannerghatta Road,1.0,1,12.8879,77.5967,24
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Baanise,1527,3.0,1.0,142.0,1527.0,3.0,Bannerghatta Road,9299.279633267846,509.0,Bannerghatta Road,1.0,2,12.8879,77.5967,24
Built-up  Area,Ready To Move,Basapura,2 BHK,Krtiqa ,1100,2.0,1.0,60.0,1100.0,2.0,Basapura,5454.545454545455,550.0,Other,1.0,2,12.840529,77.544413,146
Built-up  Area,Ready To Move,Basapura,2 BHK,,1045,2.0,2.0,42.0,1045.0,2.0,Basapura,4019.1387559808613,522.5,Other,1.0,2,12.840529,77.544413,146
Super built-up  Area,Ready To Move,Basapura,2 BHK,Krtiqa ,1100,2.0,1.0,60.0,1100.0,2.0,Basapura,5454.545454545455,550.0,Other,1.0,1,12.840529,77.544413,146
Super built-up  Area,Ready To Move,Basapura,2 BHK,Jaangm ,1301,2.0,2.0,55.0,1301.0,2.0,Basapura,4227.517294388932,650.5,Other,1.0,1,12.840529,77.544413,146
Super built-up  Area,Ready To Move,Basapura,3 BHK,Saavenc,1540,2.0,2.0,70.0,1540.0,3.0,Basapura,4545.454545454545,513.3333333333334,Other,0.6666666666666666,1,12.840529,77.544413,146
Super built-up  Area,Ready To Move,Basapura,3 BHK,Amageru,1440,3.0,2.0,72.0,1440.0,3.0,Basapura,5000.0,480.0,Other,1.0,1,12.840529,77.544413,146
Super built-up  Area,Ready To Move,Basapura,3 BHK,Jaangm ,1294,2.0,2.0,52.0,1294.0,3.0,Basapura,4018.5471406491497,431.3333333333333,Other,0.6666666666666666,1,12.840529,77.544413,146
Super built-up  Area,Ready To Move,Basapura,2 BHK,Krtiqa ,1100,2.0,1.0,60.0,1100.0,2.0,Basapura,5454.545454545455,550.0,Other,1.0,1,12.840529,77.544413,146
Built-up  Area,Ready To Move,Basava Nagar,2 BHK,Saarea ,1405,2.0,2.0,70.0,1405.0,2.0,Basava Nagar,4982.20640569395,702.5,Other,1.0,2,13.073822,77.54833,146
Super built-up  Area,Ready To Move,Basava Nagar,3 BHK,Prvaska,1182,2.0,1.0,60.1,1182.0,3.0,Basava Nagar,5084.602368866328,394.0,Other,0.6666666666666666,1,13.073822,77.54833,146
Built-up  Area,Ready To Move,Basavanagara,1 BHK,,1000Sq. Meter,2.0,1.0,93.0,10764.0,1.0,Basavanagara,863.9910813823857,10764.0,Other,2.0,2,12.853403,77.782709,146
Super built-up  Area,Ready To Move,Basavanagara,3 BHK,,2400,2.0,0.0,80.0,2400.0,3.0,Basavanagara,3333.3333333333335,800.0,Other,0.6666666666666666,1,12.853403,77.782709,146
Plot  Area,Ready To Move,Basavanagara,4 Bedroom,,2000,3.0,2.0,25.0,2000.0,4.0,Basavanagara,1250.0,500.0,Other,0.75,3,12.853403,77.782709,146
Super built-up  Area,Ready To Move,Basavanagara,3 BHK,,1428,2.0,1.0,70.0,1428.0,3.0,Basavanagara,4901.9607843137255,476.0,Other,0.6666666666666666,1,12.853403,77.782709,146
Super built-up  Area,Ready To Move,Basavanapura,3 BHK,Dwity T,1612,3.0,3.0,46.74,1612.0,3.0,Basavanapura,2899.5037220843674,537.3333333333334,Other,1.0,1,12.881225,77.485679,146
Built-up  Area,Ready To Move,Basavanapura,2 BHK,Papusa ,1220,2.0,2.0,68.0,1220.0,2.0,Basavanapura,5573.770491803279,610.0,Other,1.0,2,12.881225,77.485679,146
Built-up  Area,Ready To Move,Basavanapura,2 Bedroom,,1200,3.0,0.0,85.0,1200.0,2.0,Basavanapura,7083.333333333333,600.0,Other,1.5,2,12.881225,77.485679,146
Super built-up  Area,18-May,Basavanapura,2 BHK,,1095,2.0,2.0,38.52,1095.0,2.0,Basavanapura,3517.8082191780827,547.5,Other,1.0,1,12.881225,77.485679,146
Built-up  Area,Ready To Move,Basavanapura,2 BHK,Dwity T,1135,2.0,2.0,32.91,1135.0,2.0,Basavanapura,2899.5594713656383,567.5,Other,1.0,2,12.881225,77.485679,146
Super built-up  Area,Ready To Move,Basavanapura,2 BHK,Papusa ,1165,2.0,1.0,65.0,1165.0,2.0,Basavanapura,5579.399141630901,582.5,Other,1.0,1,12.881225,77.485679,146
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,2200,2.0,1.0,162.0,2200.0,3.0,Basavangudi,7363.636363636364,733.3333333333334,Basavangudi,0.6666666666666666,1,13.003328,77.55779,25
Built-up  Area,18-Apr,Basavangudi,3 BHK,,1500,2.0,1.0,143.0,1500.0,3.0,Basavangudi,9533.333333333334,500.0,Basavangudi,0.6666666666666666,2,13.003328,77.55779,25
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,KuisePa,1850,3.0,1.0,168.0,1850.0,3.0,Basavangudi,9081.081081081082,616.6666666666666,Basavangudi,1.0,1,13.003328,77.55779,25
Built-up  Area,Ready To Move,Basavangudi,4 Bedroom,,2500,4.0,1.0,150.0,2500.0,4.0,Basavangudi,6000.0,625.0,Basavangudi,1.0,2,13.003328,77.55779,25
Built-up  Area,Ready To Move,Basavangudi,2 BHK,Asncyes,1560,2.0,2.0,145.0,1560.0,2.0,Basavangudi,9294.871794871795,780.0,Basavangudi,1.0,2,13.003328,77.55779,25
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,1825,3.0,2.0,175.0,1825.0,3.0,Basavangudi,9589.04109589041,608.3333333333334,Basavangudi,1.0,1,13.003328,77.55779,25
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,1100,2.0,3.0,93.0,1100.0,2.0,Basavangudi,8454.545454545454,550.0,Basavangudi,1.0,1,13.003328,77.55779,25
Super built-up  Area,Ready To Move, Basavangudi,1 RK,,670,1.0,1.0,50.0,670.0,1.0,Basavangudi,7462.686567164179,670.0,Basavangudi,1.0,1,13.003328,77.55779,25
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,1542.14,3.0,3.0,120.0,1542.14,3.0,Basavangudi,7781.394685307429,514.0466666666667,Basavangudi,1.0,1,13.003328,77.55779,25
Built-up  Area,Ready To Move,Basavangudi,2 BHK,,1050,2.0,1.0,103.0,1050.0,2.0,Basavangudi,9809.52380952381,525.0,Basavangudi,1.0,2,13.003328,77.55779,25
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,1350,2.0,2.0,130.0,1350.0,3.0,Basavangudi,9629.62962962963,450.0,Basavangudi,0.6666666666666666,1,13.003328,77.55779,25
Built-up  Area,Ready To Move,Basavangudi,3 BHK,,1485,3.0,1.0,140.0,1485.0,3.0,Basavangudi,9427.609427609428,495.0,Basavangudi,1.0,2,13.003328,77.55779,25
Built-up  Area,Ready To Move,Basavangudi,3 BHK,V2lasna,1600,3.0,3.0,130.0,1600.0,3.0,Basavangudi,8125.0,533.3333333333334,Basavangudi,1.0,2,13.003328,77.55779,25
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,1850,3.0,2.0,150.0,1850.0,3.0,Basavangudi,8108.108108108108,616.6666666666666,Basavangudi,1.0,1,13.003328,77.55779,25
Carpet  Area,Ready To Move,Basavangudi,2 BHK,,1230,2.0,0.0,80.0,1230.0,2.0,Basavangudi,6504.065040650406,615.0,Basavangudi,1.0,4,13.003328,77.55779,25
Super built-up  Area,19-Feb,Basavangudi,3 BHK,,1650,3.0,3.0,125.0,1650.0,3.0,Basavangudi,7575.757575757576,550.0,Basavangudi,1.0,1,13.003328,77.55779,25
Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,3.0,2.0,95.0,1645.0,3.0,Basavanna Nagar,5775.075987841945,548.3333333333334,Other,1.0,2,12.900141,77.761614,146
Super built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,3.0,2.0,95.0,1645.0,3.0,Basavanna Nagar,5775.075987841945,548.3333333333334,Other,1.0,1,12.900141,77.761614,146
Plot  Area,Ready To Move,Basaveshwara Nagar,5 Bedroom,,4500,5.0,1.0,415.0,4500.0,5.0,Basaveshwara Nagar,9222.222222222223,900.0,Other,1.0,3,12.950945,77.548943,146
Built-up  Area,Ready To Move,Basaveshwara Nagar,3 BHK,Suncy R,1865,3.0,3.0,145.0,1865.0,3.0,Basaveshwara Nagar,7774.798927613941,621.6666666666666,Other,1.0,2,12.950945,77.548943,146
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,Niine J,1200,2.0,0.0,90.0,1200.0,2.0,Basaveshwara Nagar,7500.0,600.0,Other,1.0,1,12.950945,77.548943,146
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,,1200,2.0,2.0,80.0,1200.0,2.0,Basaveshwara Nagar,6666.666666666667,600.0,Other,1.0,2,12.950945,77.548943,146
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,,900,2.0,1.0,60.0,900.0,2.0,Basaveshwara Nagar,6666.666666666667,450.0,Other,1.0,2,12.950945,77.548943,146
Super built-up  Area,Ready To Move,Basaveshwara Nagar,3 BHK,Suncy R,1900,3.0,3.0,150.0,1900.0,3.0,Basaveshwara Nagar,7894.736842105263,633.3333333333334,Other,1.0,1,12.950945,77.548943,146
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,,1200,2.0,2.0,85.0,1200.0,2.0,Basaveshwara Nagar,7083.333333333333,600.0,Other,1.0,2,12.950945,77.548943,146
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,1 BHK,,581.91,2.0,1.0,25.0,581.91,1.0,Basaveshwara Nagar Yelahanka,4296.197006409926,581.91,Other,2.0,1,13.1005,77.594,146
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,3 BHK,,1680,3.0,2.0,85.0,1680.0,3.0,Basaveshwara Nagar Yelahanka,5059.523809523809,560.0,Other,1.0,1,13.1005,77.594,146
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,3 BHK,,1950,4.0,3.0,95.0,1950.0,3.0,Basaveshwara Nagar Yelahanka,4871.794871794872,650.0,Other,1.3333333333333333,1,13.1005,77.594,146
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,2 BHK,,1055,2.0,1.0,43.0,1055.0,2.0,Basaveshwara Nagar Yelahanka,4075.829383886256,527.5,Other,1.0,1,13.1005,77.594,146
Super built-up  Area,Ready To Move,basaveshwarnagar,3 BHK,,1250,2.0,1.0,70.0,1250.0,3.0,Basaveshwarnagar,5600.0,416.6666666666667,Other,0.6666666666666666,1,13.052696,77.752286,146
Plot  Area,Ready To Move,Battarahalli,2 Bedroom,,1200,2.0,1.0,65.0,1200.0,2.0,Battarahalli,5416.666666666667,600.0,Battarahalli,1.0,3,13.032218,77.727736,26
Super built-up  Area,Ready To Move,Battarahalli,3 BHK,PaontWa,1779,3.0,2.0,89.61,1779.0,3.0,Battarahalli,5037.099494097808,593.0,Battarahalli,1.0,1,13.032218,77.727736,26
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,Sancy L,1300,2.0,1.0,50.0,1300.0,2.0,Battarahalli,3846.153846153846,650.0,Battarahalli,1.0,1,13.032218,77.727736,26
Super built-up  Area,Ready To Move,Battarahalli,3 BHK,PaontWa,1945,3.0,2.0,97.42,1945.0,3.0,Battarahalli,5008.740359897172,648.3333333333334,Battarahalli,1.0,1,13.032218,77.727736,26
